Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Average
 Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120, Prey Angle: 120
594,1164,1083,919,915,1025,948,541,1873,880,539,523,917
713,1136,2046,692,2168,781,887,657,2169,986,608,566,1117.4166666666667
1015,1133,1730,1011,1789,654,1068,528,1706,528,916,712,1065.8333333333333
846,1292,1473,1145,1488,884,1234,879,1429,875,920,766,1102.5833333333333
478,1147,1765,818,1367,892,982,646,1593,689,695,850,993.5
663,1224,2050,979,1497,472,1533,678,2455,886,705,1132,1189.5
745,1493,1477,805,1817,425,1326,800,1747,735,782,862,1084.5
1155,1515,1732,806,1338,585,660,916,2606,769,1065,739,1157.1666666666667
680,1250,2179,571,1161,978,1179,726,1944,275,1163,1068,1097.8333333333333
910,1230,1893,791,1657,416,1145,633,2449,606,1214,774,1143.1666666666667
946,1917,1718,1297,1839,799,884,577,2148,544,1318,919,1242.1666666666667
656,882,2171,1078,1248,719,1549,674,1513,606,996,879,1080.9166666666667
796,1177,1954,1131,1832,423,947,817,1622,752,1282,394,1093.9166666666667
1287,1463,1560,1329,2086,445,1564,760,1753,692,794,639,1197.6666666666667
791,1490,2059,1138,1851,795,1308,781,1150,726,1355,713,1179.75
925,777,2051,1225,2516,623,1268,723,1880,575,956,1281,1233.3333333333333
585,1673,1953,1017,2273,355,1170,628,2275,1098,585,1116,1227.3333333333333
1085,1331,1828,688,2079,519,1346,647,2023,704,776,1259,1190.4166666666667
1025,1541,2000,1490,2124,818,1096,549,1963,548,768,1197,1259.9166666666667
1102,1751,2307,1649,1870,485,869,737,2035,599,650,821,1239.5833333333333
603,1194,2411,979,1963,582,1146,670,2488,683,1193,1318,1269.1666666666667
1110,1373,2122,1228,2254,938,945,510,2060,927,1176,1011,1304.5
890,1321,1782,638,1940,1402,998,719,2109,479,1290,772,1195
615,1573,1930,996,1908,1015,662,506,1802,664,822,847,1111.6666666666667
797,1353,1704,1134,1999,1268,802,772,2252,757,1220,786,1237
891,1157,1766,839,2493,1204,828,348,1865,602,702,1251,1162.1666666666667
699,1239,2049,811,2070,1470,950,817,1680,759,1092,1066,1225.1666666666667
791,1245,1112,1389,1371,1059,1269,500,1741,750,915,1157,1108.25
694,1231,1928,1380,2105,1496,1159,685,1779,589,1144,1481,1305.9166666666667
913,993,1832,1203,2056,1382,980,549,1926,1286,914,1595,1302.4166666666667
887,837,2011,994,1967,1364,806,295,1880,790,595,1301,1143.9166666666667
971,1366,1896,1365,1791,1412,788,813,2015,506,858,1720,1291.75
802,1299,1441,1260,2097,1210,1051,730,2331,647,1003,1538,1284.0833333333333
1113,1341,1814,1082,2388,1444,911,489,1956,921,704,1386,1295.75
775,1544,1810,1159,1780,1215,1158,693,2269,789,952,1860,1333.6666666666667
688,1540,1987,1350,1463,1285,1256,567,1378,883,834,1416,1220.5833333333333
493,1228,1607,897,1989,1079,1624,690,2163,627,1062,1468,1243.9166666666667
696,1041,1737,1254,1456,1278,1047,653,2428,675,910,1572,1228.9166666666667
490,1578,1157,1203,1753,1263,1085,588,1791,619,718,1266,1125.9166666666667
1067,1433,1785,1519,2313,1591,1353,584,2129,864,595,1402,1386.25
1002,1216,2173,1332,1767,1967,772,740,2364,1029,953,1857,1431
600,1078,1758,639,1386,1650,1245,613,2335,446,998,2518,1272.1666666666667
873,1372,2100,1179,1459,1459,1414,999,2236,839,599,1824,1362.75
1036,1697,2598,1268,1724,2110,1482,1095,1981,452,1042,1880,1530.4166666666667
919,1794,1467,1021,1641,1196,1240,762,2002,406,1231,1758,1286.4166666666667
1170,1326,2390,876,1244,1796,1265,1023,2044,545,1264,1642,1382.0833333333333
1028,1213,1465,1413,1326,984,1135,646,1244,781,843,1538,1134.6666666666667
1121,1100,1964,802,1618,1542,1219,721,2478,716,1186,1554,1335.0833333333333
1219,1153,2413,1072,1513,2037,1260,1215,1626,548,1054,2040,1429.1666666666667
787,1148,2256,661,2011,961,1351,895,2035,708,855,2235,1325.25
775,1370,2099,1265,1690,1667,990,673,2066,802,767,1797,1330.0833333333333
352,1117,1981,1019,2008,1527,1130,469,2658,529,828,1838,1288
638,933,2250,1217,2122,1810,1236,706,2016,736,1119,1956,1394.9166666666667
851,1142,2378,1273,1540,1427,1594,616,2252,1113,1536,1792,1459.5
770,1171,2366,980,1718,1220,1236,602,2450,825,1293,1942,1381.0833333333333
894,1087,1593,1105,1491,1634,1000,998,2582,1158,1306,1975,1401.9166666666667
925,927,2147,1458,2139,1775,1465,686,1837,1029,771,1688,1403.9166666666667
1169,1123,2197,1092,2102,1248,1149,608,3177,839,1236,1784,1477
1153,1771,1887,1396,1589,1997,2083,422,2576,738,1282,1409,1525.25
727,1089,1901,1491,1680,1642,1171,727,2581,861,1273,1430,1381.0833333333333
1295,1236,2474,1353,1654,1987,1366,612,2591,701,1004,1536,1484.0833333333333
1149,1022,1723,869,2010,1513,1640,497,2364,708,1526,2053,1422.8333333333333
973,1376,1737,1403,1867,1378,2082,741,2185,668,1563,1716,1474.0833333333333
1470,1970,2233,971,1809,1653,1693,850,2564,713,745,1714,1532.0833333333333
859,1343,1601,1655,1803,1757,2110,562,2051,890,1505,2130,1522.1666666666667
764,849,1882,1218,1718,1782,1557,735,1972,694,907,2026,1342
918,968,2452,901,2087,1719,2509,486,2505,876,880,1070,1447.5833333333333
937,879,2059,1271,1609,1200,1312,509,2114,779,841,2456,1330.5
984,1706,1561,804,1390,1733,2061,556,2129,983,951,1696,1379.5
785,1230,1686,1366,1612,2027,2036,545,2176,561,1056,1256,1361.3333333333333
1465,960,2183,903,2478,1536,1708,494,2104,948,755,1646,1431.6666666666667
1598,853,2075,1076,1716,2271,2131,607,2556,1036,910,2236,1588.75
739,715,2069,939,1851,1260,1593,488,1799,824,1321,2317,1326.25
1176,991,1744,1081,1847,1244,1918,644,1806,1171,1150,1922,1391.1666666666667
1260,632,1874,977,2160,1857,1555,604,1938,780,1261,1851,1395.75
985,1068,2216,1223,2138,1834,1482,438,1692,1160,1159,2258,1471.0833333333333
471,1285,1776,1449,2313,1497,1477,842,2204,940,1856,2081,1515.9166666666667
686,1342,1764,1558,1867,2101,1215,978,1875,937,1608,1566,1458.0833333333333
679,1135,2289,1380,2471,1441,1118,808,2079,695,1047,1591,1394.4166666666667
505,1165,2351,1121,2007,1787,1225,568,2306,604,1228,1533,1366.6666666666667
703,1275,2152,1245,2004,1885,1688,579,2090,633,891,1295,1370
878,1401,2250,1794,2060,1495,2415,635,2458,913,1266,1581,1595.5
736,1193,2102,1484,1703,1579,2054,857,1637,930,1257,1486,1418.1666666666667
995,1312,1826,1429,1711,1764,1652,1031,2556,908,1109,1372,1472.0833333333333
596,1235,1950,1019,1808,2059,1817,799,1717,795,1419,1281,1374.5833333333333
362,1866,1980,1204,2026,1655,1139,571,2227,556,953,1634,1347.75
1168,1256,1811,1468,1696,1525,2111,388,1761,1013,1370,1986,1462.75
833,969,1677,1310,1406,1475,1094,410,1593,1233,1113,2085,1266.5
861,1064,2217,1846,1316,1469,1778,465,2551,876,554,1536,1377.75
1212,1212,2229,981,2082,2245,1328,628,2389,1111,1449,1421,1523.9166666666667
1097,1144,2566,1506,2194,1399,1724,729,1986,1010,1222,1662,1519.9166666666667
1469,1111,2244,1660,1528,1037,1889,745,1729,1377,1263,1462,1459.5
1162,849,2491,1226,1697,1934,1984,696,1429,1048,1342,1857,1476.25
1275,1827,1602,1704,1873,1401,1785,332,1878,619,957,1613,1405.5
1379,1505,1712,1167,2237,1552,1517,1009,2493,1567,1269,1573,1581.6666666666667
780,1256,2274,1622,1741,1192,2433,367,2168,1139,932,1243,1428.9166666666667
650,1069,2213,1689,2548,1307,2372,359,1556,837,851,1385,1403
1130,1280,2002,989,1786,1868,1898,216,2048,653,1296,2348,1459.5
1172,1215,2418,1361,2121,1644,2351,791,2177,677,1049,1951,1577.25
962,1185,1924,851,2468,1684,1891,466,2351,1098,1023,1855,1479.8333333333333
915,1746,2271,1212,2308,1692,1757,705,2014,929,1077,1883,1542.4166666666667
966,1175,2180,1339,2745,901,2833,811,2153,597,1541,1867,1592.3333333333333
899,892,2794,1468,2734,1537,1646,725,1628,958,1242,1720,1520.25
1467,1759,2712,1435,2140,1287,2038,706,2009,1052,1337,2364,1692.1666666666667
807,1244,2768,1384,2479,1984,2071,843,2614,737,905,1814,1637.5
1142,1776,2167,1007,2520,1663,2442,767,2007,790,1175,1618,1589.5
1337,896,2460,1346,1868,1926,2316,787,2179,523,1389,2201,1602.3333333333333
1246,1394,2804,1037,2752,1206,1758,504,1802,1057,1313,1881,1562.8333333333333
1260,864,1932,1975,2202,2023,2551,643,1481,981,1949,1994,1654.5833333333333
1051,1151,1871,1269,1620,1606,1933,689,1931,883,1285,2121,1450.8333333333333
725,1408,1992,1035,2554,1609,2391,701,2039,990,902,2246,1549.3333333333333
833,1282,1950,1840,2416,1857,1769,446,1753,1231,582,1310,1439.0833333333333
1036,1189,2179,1293,1832,1658,2459,588,1405,1234,1466,1546,1490.4166666666667
798,1349,1954,1485,2253,1487,2198,624,1661,1448,917,1748,1493.5
758,1012,2731,2063,1922,1542,2135,796,1736,1625,1545,1729,1632.8333333333333
843,1276,2190,1360,1772,1797,1770,676,1602,1446,1283,2716,1560.9166666666667
670,880,2462,1204,2148,1288,1978,684,2133,1332,1642,1830,1520.9166666666667
725,1746,2913,2037,2065,1788,2529,418,2405,1114,1214,2341,1774.5833333333333
1099,1068,3246,1268,2128,2099,1915,1018,1815,1338,1670,2076,1728.3333333333333
1055,2110,2733,1293,2240,1389,1912,572,2135,1526,889,1589,1620.25
1310,1579,2862,1465,2391,1634,1926,243,1722,1246,967,1546,1574.25
871,1488,2797,731,2142,1598,1440,663,1998,1348,1189,1041,1442.1666666666667
1195,1198,2340,1101,2249,1981,2437,735,2030,1115,1337,1653,1614.25
1227,1232,2367,1422,1670,1370,2179,383,2442,1218,1321,1772,1550.25
1055,1152,2619,1127,2267,1547,1692,800,2246,1358,1366,1529,1563.1666666666667
960,1466,2463,1769,1673,1653,1673,779,1543,1356,1493,1998,1568.8333333333333
1057,978,2414,973,2009,1430,2836,882,1987,1379,1588,2153,1640.5
978,1343,2589,930,1981,1536,2203,427,1717,1473,1621,1228,1502.1666666666667
1105,1370,2734,622,1690,1168,1804,764,1922,1097,1618,1473,1447.25
1395,1094,2872,1244,2087,1315,2308,978,2558,637,1195,1495,1598.1666666666667
1008,1707,2223,1694,1751,1367,2150,721,2346,1120,1770,1419,1606.3333333333333
762,1414,2331,1202,2191,1105,1875,735,1830,1475,1145,1852,1493.0833333333333
537,1196,2801,1236,1754,1398,1965,404,1891,1332,1483,951,1412.3333333333333
925,1305,2718,1308,1745,1447,2337,438,1600,1380,1990,1966,1596.5833333333333
1088,2041,2714,1523,1690,1502,1409,699,1861,1037,1571,1192,1527.25
